station_code  stop_code                                     stop_name  short_stop_name stop_type  arrival_trigger_distance  departure_trigger_distance                    position stop_variant
        5033       7061                      Khodiyar Mandir Approach              NaN      AMTS                       NaN                         NaN POINT (72.506048 22.928387)       NORMAL
        5024       7059                             Bhaththa (Bakrol)              NaN      AMTS                       NaN                         NaN POINT (72.502512 22.935027)       NORMAL
        5023       7057                                 Bakrol Patiya              NaN      AMTS                       NaN                         NaN POINT (72.497462 22.936141)       NORMAL
        2303       7055                                   Paras Hotel              NaN      AMTS                       NaN                         NaN  POINT (72.49714 22.959682)       NORMAL
        5023       7056                                 Bakrol Patiya              NaN      AMTS                       NaN                         NaN POINT (72.497575 22.936135)       NORMAL
        5024       7058                             Bhaththa (Bakrol)              NaN      AMTS                       NaN                         NaN  POINT (72.502466 22.93511)       NORMAL
        5033       7060                      Khodiyar Mandir Approach              NaN      AMTS                       NaN                         NaN POINT (72.506035 22.928486)       NORMAL
        5034       7062                                    Bakrol Gam              NaN      AMTS                       NaN                         NaN POINT (72.509937 22.925256)       NORMAL
        3070       7054                            Vishwakunj Society              NaN      AMTS                       NaN                         NaN POINT (72.566285 23.007912)       NORMAL
        2790       1654                                Siddhi Complex              NaN      AMTS                       NaN                         NaN  POINT (72.581972 23.12005)       NORMAL
        1569       1655                                    Gokul Dham              NaN      AMTS                       NaN                         NaN POINT (72.582508 23.122475)       NORMAL
        1065       1667                     Adalaj-Mehsana Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.575888 23.175168)       NORMAL
        1062       1668                                 Adalaj Chokdi              NaN      AMTS                       NaN                         NaN POINT (72.575001 23.170906)       NORMAL
        2743       1669                       Shri Ramchandra Mission              NaN      AMTS                       NaN                         NaN  POINT (72.570583 23.16844)       NORMAL
        1756       1670                            Jamiyatpura Chokdi              NaN      AMTS                       NaN                         NaN POINT (72.556416 23.160155)       NORMAL
        1893       1671                 Khoraj Bus Stand (Cross Road)              NaN      AMTS                       NaN                         NaN  POINT (72.55332 23.155481)       NORMAL
        1894       1672                             Khoraj Overbridge              NaN      AMTS                       NaN                         NaN POINT (72.549993 23.150486)       NORMAL
        1910       1673                               Krishna Nursery              NaN      AMTS                       NaN                         NaN POINT (72.546306 23.144894)       NORMAL
        1229       1677                                 Balaji Mandir              NaN      AMTS                       NaN                         NaN  POINT (72.539868 23.12625)       NORMAL
        2938       1692                            Thaltej Char Rasta              NaN      AMTS                       NaN                         NaN POINT (72.517265 23.049193)       NORMAL
        1634       1693                              Guru Govind Dham              NaN      AMTS                       NaN                         NaN POINT (72.515675 23.045713)       NORMAL
        2216       1694                              New York Complex              NaN      AMTS                       NaN                         NaN POINT (72.512848 23.040486)       NORMAL
        2282       1754                                        Pakwan              NaN      AMTS                       NaN                         NaN POINT (72.511811 23.038175)       NORMAL
        1731       1756                                  Iskon Mandir              NaN      AMTS                       NaN                         NaN POINT (72.507888 23.028088)       NORMAL
        1310       1757                      Big Bazar (Iskon Mandir)              NaN      AMTS                       NaN                         NaN   POINT (72.50705 23.02534)       NORMAL
        2166       1760                                Narmada Colony              NaN      AMTS                       NaN                         NaN POINT (72.504645 23.017835)       NORMAL
        2362       1762                       Prahladnagar Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.503136 23.013053)       NORMAL
        3092       1763                                 Y.M.C.A. Club              NaN      AMTS                       NaN                         NaN  POINT (72.50071 23.005386)       NORMAL
        1466       1764                           Divya Bhaskar Press              NaN      AMTS                       NaN                         NaN POINT (72.499391 23.001165)       NORMAL
        2017       1765                            Makarba Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.498318 22.997623)       NORMAL
        1340       1766                                Century Marble              NaN      AMTS                       NaN                         NaN POINT (72.496773 22.992836)       NORMAL
        2632       1767                     Sarkhej Sanand Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.495143 22.987846)       NORMAL
        2632       1601                     Sarkhej Sanand Cross Road              NaN      AMTS                       NaN                         NaN   POINT (72.49505 22.98781)       NORMAL
        1340       1602                                Century Marble              NaN      AMTS                       NaN                         NaN POINT (72.496468 22.992495)       NORMAL
        2017       1603                            Makarba Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.498768 22.999906)       NORMAL
        1466       1604                           Divya Bhaskar Press              NaN      AMTS                       NaN                         NaN POINT (72.499176 23.001266)       NORMAL
        3092       1605                                 Y.M.C.A. Club              NaN      AMTS                       NaN                         NaN POINT (72.500526 23.005516)       NORMAL
        2362       1606                       Prahladnagar Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.502636 23.012295)       NORMAL
        1310       1610                      Big Bazar (Iskon Mandir)              NaN      AMTS                       NaN                         NaN POINT (72.506728 23.025956)       NORMAL
        2282       1613                                        Pakwan              NaN      AMTS                       NaN                         NaN  POINT (72.511535 23.03831)       NORMAL
        2216       1614                              New York Complex              NaN      AMTS                       NaN                         NaN POINT (72.513245 23.041928)       NORMAL
        1634       1615                              Guru Govind Dham              NaN      AMTS                       NaN                         NaN  POINT (72.51574 23.046911)       NORMAL
        1229       1631                                 Balaji Mandir              NaN      AMTS                       NaN                         NaN POINT (72.539988 23.127388)       NORMAL
        1766       1634                             Jaspur Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.544175 23.141253)       NORMAL
        1910       1635                               Krishna Nursery              NaN      AMTS                       NaN                         NaN   POINT (72.546221 23.1451)       NORMAL
        1894       1636                             Khoraj Overbridge              NaN      AMTS                       NaN                         NaN   POINT (72.55117 23.15259)       NORMAL
        1893       1637                 Khoraj Bus Stand (Cross Road)              NaN      AMTS                       NaN                         NaN  POINT (72.553673 23.15642)       NORMAL
        1756       1638                            Jamiyatpura Chokdi              NaN      AMTS                       NaN                         NaN POINT (72.555796 23.159586)       NORMAL
        2743       1639                       Shri Ramchandra Mission              NaN      AMTS                       NaN                         NaN POINT (72.570245 23.168391)       NORMAL
        1062       1640                                 Adalaj Chokdi              NaN      AMTS                       NaN                         NaN POINT (72.574665 23.170928)       NORMAL
        1421       5543                            Dantali Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.489546 23.143645)       NORMAL
        2450       5544                           Rajkamal Mudranalay              NaN      AMTS                       NaN                         NaN POINT (72.492001 23.141643)       NORMAL
        1422       5545               Dantali Ind.Township Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.497206 23.134148)       NORMAL
        3103       5722                         S.P.Ring Road(Oganaj)              NaN      AMTS                       NaN                         NaN POINT (72.507613 23.121753)       NORMAL
        1422       4736               Dantali Ind.Township Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.497115 23.134123)       NORMAL
        2450       4737                           Rajkamal Mudranalay              NaN      AMTS                       NaN                         NaN POINT (72.491995 23.141521)       NORMAL
        1421       5723                            Dantali Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.489561 23.143516)       NORMAL
        2982       2908                                    Vadsar Gam              NaN      AMTS                       NaN                         NaN POINT (72.472795 23.155161)       NORMAL
        2081       2909                          Military Mess Office              NaN      AMTS                       NaN                         NaN POINT (72.475721 23.151893)       NORMAL
        1872       2910              Kendriya Vidyalay Staff Quarters              NaN      AMTS                       NaN                         NaN POINT (72.475575 23.148975)       NORMAL
        2980       2911   Vadsar Airforce Station (Vadsar Cross Road)              NaN      AMTS                       NaN                         NaN  POINT (72.473565 23.14684)       NORMAL
        2980       2904   Vadsar Airforce Station (Vadsar Cross Road)              NaN      AMTS                       NaN                         NaN POINT (72.473495 23.146618)       NORMAL
        1872       2905              Kendriya Vidyalay Staff Quarters              NaN      AMTS                       NaN                         NaN  POINT (72.475531 23.14898)       NORMAL
        2081       2906                          Military Mess Office              NaN      AMTS                       NaN                         NaN POINT (72.475791 23.151721)       NORMAL
        2982       2907                                    Vadsar Gam              NaN      AMTS                       NaN                         NaN POINT (72.472703 23.155116)       NORMAL
        2100       5546                            Moti Bhoyan Chokdi              NaN      AMTS                       NaN                         NaN POINT (72.451338 23.174796)       NORMAL
        5035       5728                           Arvind Mills Vadsar              NaN      AMTS                       NaN                         NaN POINT (72.459201 23.165885)       NORMAL
        1127       5548                          Anand Ply Industries              NaN      AMTS                       NaN                         NaN POINT (72.464161 23.161365)       NORMAL
        2401       5549                             Pyramid Pvt. Ltd.              NaN      AMTS                       NaN                         NaN POINT (72.467283 23.161178)       NORMAL
        2401       4738                             Pyramid Pvt. Ltd.              NaN      AMTS                       NaN                         NaN    POINT (72.46726 23.1611)       NORMAL
        1127       4739                          Anand Ply Industries              NaN      AMTS                       NaN                         NaN POINT (72.464003 23.161433)       NORMAL
        5035       5725                           Arvind Mills Vadsar              NaN      AMTS                       NaN                         NaN POINT (72.458974 23.166043)       NORMAL
        2344       2136                                Platinum Plaza              NaN      AMTS                       NaN                         NaN POINT (72.518586 23.040538)       NORMAL
        2387       2137                                   Prime Plaza              NaN      AMTS                       NaN                         NaN  POINT (72.520026 23.04294)       NORMAL
        2387       7079                                   Prime Plaza              NaN      AMTS                       NaN                         NaN POINT (72.520124 23.042876)       NORMAL
        2344       7080                                Platinum Plaza              NaN      AMTS                       NaN                         NaN POINT (72.518681 23.040482)       NORMAL
        2087       1896                                    Miroli Gam              NaN      AMTS                       NaN                         NaN POINT (72.521271 22.872246)       NORMAL
        2492       1897                                      Ravalwas              NaN      AMTS                       NaN                         NaN  POINT (72.52231 22.872895)       NORMAL
        1236       1898                     Baliyadev Mandir (Miroli)              NaN      AMTS                       NaN                         NaN POINT (72.524115 22.873506)       NORMAL
        2896       1899                      Swaminarayan Paper Mills              NaN      AMTS                       NaN                         NaN POINT (72.527395 22.873531)       NORMAL
        1860       1900                              Kasambhaino Kuvo              NaN      AMTS                       NaN                         NaN POINT (72.532148 22.874468)       NORMAL
        2966       1901                                    Umiya Farm              NaN      AMTS                       NaN                         NaN POINT (72.536875 22.875125)       NORMAL
        2728       1902                                  Shivpura Lat              NaN      AMTS                       NaN                         NaN  POINT (72.53929 22.877333)       NORMAL
        2340       1903                                    Pirana Vad              NaN      AMTS                       NaN                         NaN POINT (72.541896 22.880191)       NORMAL
        1779       1904                           Jetalpur Cross Road              NaN      AMTS                       NaN                         NaN POINT (72.543238 22.880981)       NORMAL
        2338       1905                                    Pirana Gam              NaN      AMTS                       NaN                         NaN POINT (72.543541 22.883511)       NORMAL
        1640       1906                                       Gurukul              NaN      AMTS                       NaN                         NaN   POINT (72.54381 22.88894)       NORMAL
        1678       1907                                   Hempuri Lat              NaN      AMTS                       NaN                         NaN  POINT (72.54417 22.893721)       NORMAL
        1830       1908                                    Kalino Lat              NaN      AMTS                       NaN                         NaN  POINT (72.54463 22.897405)       NORMAL
        2200       1909                                   Navsari Lat              NaN      AMTS                       NaN                         NaN POINT (72.544955 22.899826)       NORMAL
        2385       1910                              Prerna Rice Mill              NaN      AMTS                       NaN                         NaN POINT (72.545541 22.904506)       NORMAL
        2254       1911                                       Oad Gam              NaN      AMTS                       NaN                         NaN POINT (72.544033 22.913458)       NORMAL
        1941       1912                    Kutch Kadva Patidarni Vadi              NaN      AMTS                       NaN                         NaN  POINT (72.543778 22.91542)       NORMAL
        2223       1913                                Nil Enterprice              NaN      AMTS                       NaN                         NaN POINT (72.543456 22.921006)       NORMAL
        2518       1914                                 S.P.Ring Road              NaN      AMTS                       NaN                         NaN  POINT (72.543158 22.92511)       NORMAL
        1804       1864                               Juna Octroinaka              NaN      AMTS                       NaN                         NaN POINT (72.561118 22.974483)       NORMAL
        2409       1870                                R.K.Industries              NaN      AMTS                       NaN                         NaN  POINT (72.55162 22.943074)       NORMAL
        2518       1877                                 S.P.Ring Road              NaN      AMTS                       NaN                         NaN  POINT (72.543268 22.92496)       NORMAL
        2223       1878                                Nil Enterprice              NaN      AMTS                       NaN                         NaN POINT (72.543526 22.920848)       NORMAL
        1941       1879                    Kutch Kadva Patidarni Vadi              NaN      AMTS                       NaN                         NaN POINT (72.543875 22.915423)       NORMAL
        2254       1880                                       Oad Gam              NaN      AMTS                       NaN                         NaN POINT (72.544095 22.913473)       NORMAL
        2385       1881                              Prerna Rice Mill              NaN      AMTS                       NaN                         NaN POINT (72.545601 22.904305)       NORMAL
        2200       1882                                   Navsari Lat              NaN      AMTS                       NaN                         NaN POINT (72.545151 22.900953)       NORMAL
        1830       1883                                    Kalino Lat              NaN      AMTS                       NaN                         NaN POINT (72.544686 22.897366)       NORMAL
        1678       1884                                   Hempuri Lat              NaN      AMTS                       NaN                         NaN  POINT (72.54422 22.893691)       NORMAL
        1640       1885                                       Gurukul              NaN      AMTS                       NaN                         NaN POINT (72.543876 22.889036)       NORMAL
        2338       1886                                    Pirana Gam              NaN      AMTS                       NaN                         NaN  POINT (72.543621 22.88356)       NORMAL
        1779       1887                           Jetalpur Cross Road              NaN      AMTS                       NaN                         NaN  POINT (72.543468 22.88104)       NORMAL
        2340       1888                                    Pirana Vad              NaN      AMTS                       NaN                         NaN POINT (72.541865 22.880158)       NORMAL
        2728       1889                                  Shivpura Lat              NaN      AMTS                       NaN                         NaN POINT (72.539298 22.877308)       NORMAL
        2966       1890                                    Umiya Farm              NaN      AMTS                       NaN                         NaN POINT (72.537018 22.875101)       NORMAL
        1860       1891                              Kasambhaino Kuvo              NaN      AMTS                       NaN                         NaN   POINT (72.53215 22.87446)       NORMAL
        2896       1892                      Swaminarayan Paper Mills              NaN      AMTS                       NaN                         NaN POINT (72.527706 22.873511)       NORMAL
        1236       1893                     Baliyadev Mandir (Miroli)              NaN      AMTS                       NaN                         NaN POINT (72.524143 22.873463)       NORMAL
        2492       1894                                      Ravalwas              NaN      AMTS                       NaN                         NaN  POINT (72.52227 22.872848)       NORMAL
        2087       1895                                    Miroli Gam              NaN      AMTS                       NaN                         NaN   POINT (72.521301 22.8722)       NORMAL
        2316       7174                          Parshwanath Township              NaN      AMTS                       NaN                         NaN POINT (72.652163 23.055945)       NORMAL
        2945       7175                              Toran Party Plot              NaN      AMTS                       NaN                         NaN POINT (72.649561 23.055445)       NORMAL
        2448       7182                           Rajiv Gandhi Bhavan              NaN      AMTS                       NaN                         NaN POINT (72.633475 23.055798)       NORMAL
        1245       7184                               Bansidhar Mills              NaN      AMTS                       NaN                         NaN  POINT (72.62746 23.051906)       NORMAL
        2116       7185                        Municipal Chal (Memco)              NaN      AMTS                       NaN                         NaN POINT (72.625226 23.050461)       NORMAL
        1179       7187                                   Ashok Mills              NaN      AMTS                       NaN                         NaN    POINT (72.61946 23.0467)       NORMAL
        1787       7188                                 Geening Press              NaN      AMTS                       NaN                         NaN POINT (72.616533 23.044633)       NORMAL
        1349       7190                                      Chamunda              NaN      AMTS                       NaN                         NaN POINT (72.610906 23.040508)       NORMAL
        1410       7191                  D.R.M.Office (Swadeshi Mill)              NaN      AMTS                       NaN                         NaN  POINT (72.608935 23.03906)       NORMAL
        1410       7156                  D.R.M.Office (Swadeshi Mill)              NaN      AMTS                       NaN                         NaN    POINT (72.6097 23.03982)       NORMAL
        1349       7157                                      Chamunda              NaN      AMTS                       NaN                         NaN  POINT (72.61203 23.041561)       NORMAL
        1787       7159                                 Geening Press              NaN      AMTS                       NaN                         NaN POINT (72.616536 23.044838)       NORMAL
        1179       7160                                   Ashok Mills              NaN      AMTS                       NaN                         NaN POINT (72.619571 23.046973)       NORMAL
        2116       7162                        Municipal Chal (Memco)              NaN      AMTS                       NaN                         NaN POINT (72.625075 23.050585)       NORMAL
        1245       7163                               Bansidhar Mills              NaN      AMTS                       NaN                         NaN POINT (72.628156 23.052566)       NORMAL
        2448       7165                           Rajiv Gandhi Bhavan              NaN      AMTS                       NaN                         NaN POINT (72.633153 23.055806)       NORMAL
        2945       7172                              Toran Party Plot              NaN      AMTS                       NaN                         NaN POINT (72.649703 23.055603)       NORMAL
        2316       7173                          Parshwanath Township              NaN      AMTS                       NaN                         NaN POINT (72.652203 23.055969)       NORMAL
        1411       7234                                   Dabhoda Gam              NaN      AMTS                       NaN                         NaN POINT (72.747485 23.174373)       NORMAL
        1203       7235                                  Ayodhyanagar              NaN      AMTS                       NaN                         NaN POINT (72.745873 23.174831)       NORMAL
        2201       7236                   Nawa Dhara (Prantiya Fanta)              NaN      AMTS                       NaN                         NaN  POINT (72.74291 23.175533)       NORMAL
        2919       7237                                Tatva Beverage              NaN      AMTS                       NaN                         NaN  POINT (72.736488 23.17528)       NORMAL
        1696       7238                                    Hudco Awas              NaN      AMTS                       NaN                         NaN POINT (72.734935 23.175615)       NORMAL
        1686       7239                                   Hiraba Farm              NaN      AMTS                       NaN                         NaN POINT (72.727743 23.177626)       NORMAL
        2270       7240                              Otajina Chhapara              NaN      AMTS                       NaN                         NaN  POINT (72.723901 23.17888)       NORMAL
        5095       7241                                    Ugtai Farm              NaN      AMTS                       NaN                         NaN POINT (72.718283 23.178911)       NORMAL
        1798       7242                           Jogni Matanu Mandir              NaN      AMTS                       NaN                         NaN  POINT (72.71537 23.180271)       NORMAL
        1412       7243                         Dabhoda Highway Cross              NaN      AMTS                       NaN                         NaN POINT (72.709703 23.180083)       NORMAL
        2402       7244                                  Quarry Plant              NaN      AMTS                       NaN                         NaN POINT (72.707761 23.169302)       NORMAL
        1783       7245                                     Jethipura              NaN      AMTS                       NaN                         NaN POINT (72.704351 23.162936)       NORMAL
        1552       7246                                Gift City Road              NaN      AMTS                       NaN                         NaN POINT (72.702806 23.160671)       NORMAL
        2357       7247                                    Prabhupura              NaN      AMTS                       NaN                         NaN POINT (72.697991 23.154195)       NORMAL
        2533       7248                    Sadhanabhavan Brahmakumari              NaN      AMTS                       NaN                         NaN POINT (72.693585 23.148151)       NORMAL
        2999       7249                           Valad Highway Cross              NaN      AMTS                       NaN                         NaN POINT (72.690633 23.143488)       NORMAL
        1072       7250                             Adharshila School              NaN      AMTS                       NaN                         NaN POINT (72.687683 23.138753)       NORMAL
        2291       7251                           Pancheshwar Mahadev              NaN      AMTS                       NaN                         NaN POINT (72.683863 23.132481)       NORMAL
        1972       7252                                 Limbadiya Gam              NaN      AMTS                       NaN                         NaN POINT (72.681341 23.127323)       NORMAL
        3091       7253                                 Wonder Cement              NaN      AMTS                       NaN                         NaN POINT (72.676613 23.117683)       NORMAL
        2478       7254                                       Ranasan              NaN      AMTS                       NaN                         NaN  POINT (72.674226 23.11284)       NORMAL
        2479       7255                                Ranasan Circle              NaN      AMTS                       NaN                         NaN POINT (72.673031 23.110406)       NORMAL
        1384       7256                            Chiloda Octroinaka              NaN      AMTS                       NaN                         NaN POINT (72.671343 23.106835)       NORMAL
        2758       7257                      Nana Chiloda(Mnu.Octroi)              NaN      AMTS                       NaN                         NaN  POINT (72.669751 23.10368)       NORMAL
        2145       7258                                  Nana Chiloda              NaN      AMTS                       NaN                         NaN POINT (72.668548 23.101155)       NORMAL
        2760       7259                              Shriniwas Anviro              NaN      AMTS                       NaN                         NaN POINT (72.671438 23.099393)       NORMAL
        2069       7260                                         Mecas              NaN      AMTS                       NaN                         NaN POINT (72.674281 23.096315)       NORMAL
        2173       7261        Naroda Industrial Township(MuthiyaGam)              NaN      AMTS                       NaN                         NaN  POINT (72.67587 23.094285)       NORMAL
        3048       7262                      Vimal (Reliance Textile)              NaN      AMTS                       NaN                         NaN  POINT (72.67279 23.091925)       NORMAL
        2805       7263                                    Systronics              NaN      AMTS                       NaN                         NaN POINT (72.671049 23.090513)       NORMAL
        1339       7264                              Central Workshop              NaN      AMTS                       NaN                         NaN   POINT (72.668483 23.0886)       NORMAL
        2133       7265                                   N.I.A. Hall              NaN      AMTS                       NaN                         NaN POINT (72.666345 23.086946)       NORMAL
        1704       7266                                       Igarsol              NaN      AMTS                       NaN                         NaN POINT (72.663608 23.084828)       NORMAL
        2928       7267                   Telephone Exchange (Naroda)              NaN      AMTS                       NaN                         NaN  POINT (72.65874 23.081605)       NORMAL
        2882       7268                             Suttarnu Karkhanu              NaN      AMTS                       NaN                         NaN POINT (72.657333 23.082211)       NORMAL
        2882       7199                             Suttarnu Karkhanu              NaN      AMTS                       NaN                         NaN POINT (72.657653 23.082448)       NORMAL
        2928       7200                   Telephone Exchange (Naroda)              NaN      AMTS                       NaN                         NaN POINT (72.659221 23.081716)       NORMAL
        1704       7201                                       Igarsol              NaN      AMTS                       NaN                         NaN  POINT (72.66335 23.084778)       NORMAL
        2133       7202                                   N.I.A. Hall              NaN      AMTS                       NaN                         NaN  POINT (72.66655 23.087176)       NORMAL
        1339       7203                              Central Workshop              NaN      AMTS                       NaN                         NaN POINT (72.668396 23.088601)       NORMAL
        2805       7204                                    Systronics              NaN      AMTS                       NaN                         NaN POINT (72.670988 23.090558)       NORMAL
        3048       7205                      Vimal (Reliance Textile)              NaN      AMTS                       NaN                         NaN POINT (72.672985 23.092155)       NORMAL
        2173       7206        Naroda Industrial Township(MuthiyaGam)              NaN      AMTS                       NaN                         NaN POINT (72.675865 23.094368)       NORMAL
        2069       7207                                         Mecas              NaN      AMTS                       NaN                         NaN POINT (72.674298 23.096286)       NORMAL
        2760       7208                              Shriniwas Anviro              NaN      AMTS                       NaN                         NaN  POINT (72.67102 23.099708)       NORMAL
        2145       7209                                  Nana Chiloda              NaN      AMTS                       NaN                         NaN POINT (72.668491 23.101286)       NORMAL
        2758       7210                      Nana Chiloda(Mnu.Octroi)              NaN      AMTS                       NaN                         NaN  POINT (72.669803 23.10405)       NORMAL
        1384       7211                            Chiloda Octroinaka              NaN      AMTS                       NaN                         NaN POINT (72.671688 23.107865)       NORMAL
        2479       7212                                Ranasan Circle              NaN      AMTS                       NaN                         NaN POINT (72.673885 23.112303)       NORMAL
        2478       7213                                       Ranasan              NaN      AMTS                       NaN                         NaN POINT (72.674405 23.113375)       NORMAL
        3091       7214                                 Wonder Cement              NaN      AMTS                       NaN                         NaN POINT (72.676668 23.117975)       NORMAL
        1972       7215                                 Limbadiya Gam              NaN      AMTS                       NaN                         NaN  POINT (72.68117 23.127375)       NORMAL
        2291       7216                           Pancheshwar Mahadev              NaN      AMTS                       NaN                         NaN POINT (72.683793 23.132503)       NORMAL
        1072       7217                             Adharshila School              NaN      AMTS                       NaN                         NaN POINT (72.687615 23.138868)       NORMAL
        2999       7218                           Valad Highway Cross              NaN      AMTS                       NaN                         NaN POINT (72.690706 23.143745)       NORMAL
        2533       7219                    Sadhanabhavan Brahmakumari              NaN      AMTS                       NaN                         NaN  POINT (72.693546 23.14824)       NORMAL
        2357       7220                                    Prabhupura              NaN      AMTS                       NaN                         NaN POINT (72.698025 23.154358)       NORMAL
        1552       7221                                Gift City Road              NaN      AMTS                       NaN                         NaN  POINT (72.70276 23.160868)       NORMAL
        1783       7222                                     Jethipura              NaN      AMTS                       NaN                         NaN  POINT (72.70439 23.163143)       NORMAL
        2402       7223                                  Quarry Plant              NaN      AMTS                       NaN                         NaN POINT (72.707588 23.169041)       NORMAL
        1412       7224                         Dabhoda Highway Cross              NaN      AMTS                       NaN                         NaN   POINT (72.7099 23.180681)       NORMAL
        1798       7225                           Jogni Matanu Mandir              NaN      AMTS                       NaN                         NaN POINT (72.715283 23.180361)       NORMAL
        5095       7226                                    Ugtai Farm              NaN      AMTS                       NaN                         NaN POINT (72.718428 23.178946)       NORMAL
        2270       7227                              Otajina Chhapara              NaN      AMTS                       NaN                         NaN  POINT (72.72381 23.178903)       NORMAL
        1686       7228                                   Hiraba Farm              NaN      AMTS                       NaN                         NaN   POINT (72.72799 23.17756)       NORMAL
        1696       7229                                    Hudco Awas              NaN      AMTS                       NaN                         NaN  POINT (72.73471 23.175701)       NORMAL
        2919       7230                                Tatva Beverage              NaN      AMTS                       NaN                         NaN POINT (72.736508 23.175323)       NORMAL
        2201       7231                   Nawa Dhara (Prantiya Fanta)              NaN      AMTS                       NaN                         NaN  POINT (72.741766 23.17576)       NORMAL
        1203       7232                                  Ayodhyanagar              NaN      AMTS                       NaN                         NaN POINT (72.745723 23.174876)       NORMAL
        1411       7233                                   Dabhoda Gam              NaN      AMTS                       NaN                         NaN POINT (72.747471 23.174573)       NORMAL
        2050       7607                                 Manmohan Park              NaN      AMTS                       NaN                         NaN POINT (72.662247 23.032604)       NORMAL
        2963       7348                                  Uma Vidyalay              NaN      AMTS                       NaN                         NaN POINT (72.663295 23.046066)       NORMAL
        1584       7349                             Gopinath Bunglows              NaN      AMTS                       NaN                         NaN POINT (72.665806 23.046263)       NORMAL
        1526       7350                              Gangotri Society              NaN      AMTS                       NaN                         NaN POINT (72.669876 23.045908)       NORMAL
        2991       7457                             Vaikunth Bunglows              NaN      AMTS                       NaN                         NaN  POINT (72.67029 23.050036)       NORMAL
        2942       7355                          Tirthbhumi Residency              NaN      AMTS                       NaN                         NaN POINT (72.671168 23.056073)       NORMAL
        1091       7356                          Akshardham Residency              NaN      AMTS                       NaN                         NaN POINT (72.671321 23.058335)       NORMAL
        2779       7357                                 Shyam Villa-2              NaN      AMTS                       NaN                         NaN POINT (72.671082 23.060899)       NORMAL
        2572       7358                                       Sangath              NaN      AMTS                       NaN                         NaN POINT (72.668603 23.060928)       NORMAL
        1291       7359                                 Bhavani Chowk              NaN      AMTS                       NaN                         NaN POINT (72.665191 23.060956)       NORMAL
        2619       7360                      Sarkari Commerce College              NaN      AMTS                       NaN                         NaN   POINT (72.664751 23.0589)       NORMAL
        2716       7361                                      Shilp -2              NaN      AMTS                       NaN                         NaN POINT (72.661591 23.058836)       NORMAL
        2256       7362            Oakdel Avenue (Nilkanth Residency)              NaN      AMTS                       NaN                         NaN   POINT (72.66035 23.05828)       NORMAL
        5041       7363                                    Avni Homes              NaN      AMTS                       NaN                         NaN  POINT (72.65858 23.056265)       NORMAL
        1559       7364                     Gnangita Prathamik School              NaN      AMTS                       NaN                         NaN  POINT (72.65811 23.053536)       NORMAL
        2894       7365       Swaminarayan Mandir (Sitarambapa Chowk)              NaN      AMTS                       NaN                         NaN POINT (72.657966 23.051226)       NORMAL
        2806       7366                             Sitarambapa Chowk              NaN      AMTS                       NaN                         NaN POINT (72.657398 23.049801)       NORMAL
        2723       7367                                 Shivaji Chowk              NaN      AMTS                       NaN                         NaN POINT (72.653693 23.050181)       NORMAL
        2367       7371                     Prakash Hindi High School              NaN      AMTS                       NaN                         NaN POINT (72.642413 23.050791)       NORMAL
        2985       7375                                Vahala Sitaram              NaN      AMTS                       NaN                         NaN POINT (72.636365 23.048023)       NORMAL
        1945       7377                            L.B.Shastri Market              NaN      AMTS                       NaN                         NaN POINT (72.632843 23.050003)       NORMAL
        2826       7380           Somnath Mahadev (Rameshwar Mahadev)              NaN      AMTS                       NaN                         NaN POINT (72.622828 23.058226)       NORMAL
        1175       7381                                   Ashishnagar              NaN      AMTS                       NaN                         NaN POINT (72.620433 23.056055)       NORMAL
        1827       7383                                   Kalapinagar              NaN      AMTS                       NaN                         NaN  POINT (72.618153 23.05192)       NORMAL
        1594       7393                              Government Press              NaN      AMTS                       NaN                         NaN  POINT (72.599906 23.05639)       NORMAL
        2199       7394                     Navroji Hall (Chandralok)              NaN      AMTS                       NaN                         NaN POINT (72.598188 23.058415)       NORMAL
        1397       7396                                 Circuit House              NaN      AMTS                       NaN                         NaN  POINT (72.592125 23.06032)       NORMAL
        2682       7397                 Shahibag Underbridge Approach              NaN      AMTS                       NaN                         NaN POINT (72.591215 23.056083)       NORMAL
        2682       7287                 Shahibag Underbridge Approach              NaN      AMTS                       NaN                         NaN  POINT (72.59096 23.055841)       NORMAL
        1397       7289                                 Circuit House              NaN      AMTS                       NaN                         NaN   POINT (72.59236 23.06064)       NORMAL
        2199       7291                     Navroji Hall (Chandralok)              NaN      AMTS                       NaN                         NaN POINT (72.598336 23.058533)       NORMAL
