schedule_code,schedule_name,priority_weight,start_date,end_date,depot,bus_type,route_type
40/1/B,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/C,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/D,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/E,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/K,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/F,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/G,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/H,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/I,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/1/J,Vinobabhavenagar - Iskon Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
125S/A,Vehlal Gam - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
39/3/A,But Bhavani Mandir - Bhakti Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
56/1/A,Gujarat University-Sardar Party Plot(S.P.RingRoad) ,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
1171/C,Miroli Gam - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
1171/A,Miroli Gam - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1171/B,Miroli Gam - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
401/I,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/J,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/K,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/L,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/M,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/N,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/O,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/P,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/Q,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/R,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/S,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/T,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/U,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/V,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/W,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/X,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
112/A,Kubernagar Bangla - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
32/A,Sahyadri Bunglows - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
32/B,Sahyadri Bunglows - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
32/C,Sahyadri Bunglows - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
136/A,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
136/B,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
69S/A,S.P.RingRoad(OdvGid)-Bhadaj Circle (S.P.Ring Road),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
69S/B,S.P.RingRoad(OdvGid)-Bhadaj Circle (S.P.Ring Road),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
69S/C,S.P.RingRoad(OdvGid)-Bhadaj Circle (S.P.Ring Road),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
69S/D,S.P.RingRoad(OdvGid)-Bhadaj Circle (S.P.Ring Road),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
663S/Q,Moti Bhoyan Chokdi - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
663S/R,Moti Bhoyan Chokdi - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1513/A,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
136/C,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
136/D,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
89/3/A,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
89/3/B,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
89/3/C,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
89/3/D,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
89/3/E,Chandkheda(Sarthi Bunglows)- Amraiwadi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1304/A,Manmohan Park - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
136/E,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
136/F,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
136/G,Sattadhar Society - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
90S/C,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
90S/D,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
90S/E,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
90S/F,Krushnanagar - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
137B/A,Gujarat High Court - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
137B/B,Gujarat High Court - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
300/A,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
300/B,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
300/C,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
300/D,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
300/E,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
300/F,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
300/G,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
300/H,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
200/A,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
200/B,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
200/C,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
200/D,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
200/E,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
200/F,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
200/G,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
200/H,Maninagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
85S/A,Chandkheda (Sarthi Bunglows) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
85S/B,Chandkheda (Sarthi Bunglows) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
137B/C,Gujarat High Court - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
137B/D,Gujarat High Court - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
137B/E,Gujarat High Court - Bapunagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
1513/B,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
1304/B,Manmohan Park - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
1304/C,Manmohan Park - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
1304/D,Manmohan Park - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
89/2/A,Ramol Gam - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
89/2/B,Ramol Gam - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
89/2/C,Ramol Gam - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
16/A,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
16/B,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
16/C,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
16/D,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
16/E,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
16/F,Someshwar Mahadev - Vatva Railway Colony,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
88/A,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
88/B,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
88/C,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
88/D,Nikol Kathwada Ring Road - Ranip Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
F4/A,Chosar Gam - Isanpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1251/A,Dabhoda Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1251/B,Dabhoda Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
127/A,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/B,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/C,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/D,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/E,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/F,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/G,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
127/H,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
63/A,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
1513/C,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
1513/D,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
1513/E,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
1513/F,Hatkeshwar Depo - Godhavi Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot 1-ARR,A,AMTS
18S/A,Vatva Railway Station - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
40/3/A,Gayatri Vidyalay - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
82/A,Gayatri Vidyalay - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
671S/A,Sattadhar Society - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
135/A,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/J,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/B,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/C,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/D,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/E,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/F,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/H,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
135/I,Bhakti Circle - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
51Ri/E,Rancharda Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
46/A,Kalupur Terminus - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
47/A,Kalupur Terminus - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
69/A,OganajCircle(S.P.RingRoad)-S.P.RingRoad(OdhavGidc),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
30/A,Maninagar - Karnavati Chowk-4 (New Narol),,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
37/4/A,But Bhavani Mandir - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
64/3/A,Chandlodiya Railway Station - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
64/A,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
64/B,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
64/C,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
64/D,Gujarat High Court - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
70/A,Tapi Apartment - Chandlodiya Railway Station,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
70/B,Tapi Apartment - Chandlodiya Railway Station,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
28/A,Lambha Gam - Meghaninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
28/B,Lambha Gam - Meghaninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
28/C,Lambha Gam - Meghaninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
28/D,Lambha Gam - Meghaninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
70/1/A,Meghaninagar - Gujarat High Court,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
144/D,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
83/A,Sabarmati 'D' Cabin - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
83/B,Sabarmati 'D' Cabin - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
83/C,Sabarmati 'D' Cabin - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
65/A,Sola Bhagwat Vidyapith - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
1514/A,Hatkeshwar Depo - Gujarat University,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
56/A,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
56/B,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
56/C,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
56/D,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
56/E,Iskon Mandir - Sitarambapa Chowk(Gopal Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
144/E,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
144/F,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
144/G,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
144/H,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
144/I,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
34/4/A,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/B,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/C,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/D,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/E,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/F,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
34/4/G,But Bhavani Mandir - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
204/B,Vasna - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
204/A,Vasna - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
205/A,Vasna - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
205/B,Vasna - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
126/A,Sardarnagar - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
126/B,Sardarnagar - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
1231/A,Parshwanath Township - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
66/4/A,Arvind Polycoat (Khatraj) - Kush Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
1231/B,Parshwanath Township - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
202/A,Naroda - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
202/B,Naroda - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
202/C,Naroda - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
202/D,Naroda - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
125/A,Vehlal Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
125/B,Vehlal Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
125/C,Vehlal Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
800/A,Nava Vadaj - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
800/B,Nava Vadaj - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
900/A,Nava Vadaj - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
900/B,Nava Vadaj - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
15/3/A,Maninagar - Nenpur Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
34/5/E,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
34/5/F,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
34/5/G,Kalapinagar - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
33/1/A,Meghaninagar - Vaishali Township,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
14/1/A,Vatva Railway Crossing - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
45/A,Jodhpur Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
36/1/A,Sarkhej Roza - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
15/3/B,Maninagar - Nenpur Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
15/3/C,Maninagar - Nenpur Chokdi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
314S/A,Bakrol Gam - Paldi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
31/1/A,Lal Darwaja - Aradhana Residency(Fatehwadi Kenal),,21/01/2023 00:00:00,20/01/2028 23:59:59,Lal Darwaja Depot,A,AMTS
