schedule_code,schedule_name,priority_weight,start_date,end_date,depot,bus_type,route_type
150/C,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
79/A,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
79/B,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
79/C,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
105/A,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
109/A,Amba Township Sector-5(Trimandir) - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/C,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/D,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/E,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/F,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/G,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/H,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/I,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/J,Indiranagar Vibhag-2 (Pani ni Tanki) - Tragad Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
109/B,Amba Township Sector-5(Trimandir) - G.E.B (Naroda),,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
60S/A,Bopal Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
50/G,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
50/H,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Juna Vadaj Depot,A,AMTS
50/I,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
50/J,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Juna Vadaj Depot,A,AMTS
50/K,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Ranip Depot-SMD,A,AMTS
50/L,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Juna Vadaj Depot,A,AMTS
50/M,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
50/N,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Juna Vadaj Depot,A,AMTS
50/O,Meghaninagar - Ghuma Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
22/1/C,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/D,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/E,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/F,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/G,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/H,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/I,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
22/1/J,Bareja Eye Hospital - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
52/2/D,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/E,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/F,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/G,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/H,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/I,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
52/2/J,Sattadhar Society - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
150/D,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
1441/C,Madhav Homes - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
150/E,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/F,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
79/D,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
79/E,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
79/F,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
79/G,Godrej Garden City - Badrinarayan Society,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
1441/D,Madhav Homes - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
1441/E,Madhav Homes - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
1441/F,Madhav Homes - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
123/A,Sitarambapa Chowk (Gopal Chowk) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
123/B,Sitarambapa Chowk (Gopal Chowk) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
51S/A,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/B,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/C,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/D,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/E,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/F,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/G,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
51S/H,Shilaj Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
116/A,Dani Limda Gam - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
116/B,Dani Limda Gam - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
150/G,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/H,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/I,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/J,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/K,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/L,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/M,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/N,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/O,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/P,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/Q,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/R,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/S,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/T,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
150/U,Chinubhainagar - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
105/B,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/C,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/D,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/E,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/F,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/G,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/H,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/I,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/J,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/K,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/L,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/M,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/N,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
105/O,Naroda Industrial Township(MuthiyaGam)-Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
74/1/C,Kali Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
74/1/D,Kali Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
142S/D,Sarangpur - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142S/E,Sarangpur - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142S/F,Sarangpur - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142S/G,Sarangpur - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
142S/H,Sarangpur - Vastral Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
58/E,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/F,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/G,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/H,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/I,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/J,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/K,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/L,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/M,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/N,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/O,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
58/P,Kush Society (New Naroda) - Thaltej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
123S/C,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
123S/D,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
123S/E,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
123S/F,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
123S/G,Sitarambapa Chowk (Gopal Chowk) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
65/2/E,Arvind Polycoat (Khatraj) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
75/D,Chandkheda (Sarthi Bunglows) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
75/E,Chandkheda (Sarthi Bunglows) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
75/F,Chandkheda (Sarthi Bunglows) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
75/G,Chandkheda (Sarthi Bunglows) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
75/H,Chandkheda (Sarthi Bunglows) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
400/A,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
400/B,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
400/C,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
400/D,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
400/E,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
500/A,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
500/B,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
500/C,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
500/D,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
500/E,Lal Darwaja - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot,A,AMTS
401/A,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/B,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/C,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/D,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
401/E,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Shrinath Depot - ADM,A,AMTS
401/F,Chandkheda (Sarthi Bunglows) - Vasna,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
147/A,Ranchodpura Cross Road - Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
147/B,Ranchodpura Cross Road - Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
SP-1/A,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/B,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/C,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/D,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/E,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/F,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
SP-1/G,Ring-1 Aslali Circle - Ranasan Circle,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
52/A,Ahavadiya Talav(New Ranip) - Thol Gam(Sardar Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
52/B,Ahavadiya Talav(New Ranip) - Thol Gam(Sardar Chowk),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
152S/B,Dhamatwan Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
501/A,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/B,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/C,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
14S/E,Mahalakshmi Talav (Vatva) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
137M/A,Lapakaman Gam - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
137M/B,Lapakaman Gam - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
14S/A,Mahalakshmi Talav (Vatva) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
501/D,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/E,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/F,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/G,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/H,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/I,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/J,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
501/K,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/L,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/M,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/N,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/O,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/P,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/Q,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
501/R,Sanathal CrossRoad - PrabhahanumanMandir (Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
143S/A,Kubadthal Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
137M/C,Lapakaman Gam - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
137M/D,Lapakaman Gam - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
143S/B,Kubadthal Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
503/A,Chandkheda Gam - Prabhahanuman Mandir(Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
503/B,Chandkheda Gam - Prabhahanuman Mandir(Trimandir),,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
14S/B,Mahalakshmi Talav (Vatva) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
14S/C,Mahalakshmi Talav (Vatva) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
14S/D,Mahalakshmi Talav (Vatva) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
1304/E,Manmohan Park - Nava Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot - ACM,A,AMTS
96/F,Vatva Railway Colony - Civil Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
1112/A,Someshwar Mahadev - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
1112/B,Someshwar Mahadev - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot 1-ARM,A,AMTS
31/5/N,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/O,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/P,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/Q,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
31/5/R,Madhavnagar (Sanand) - Sardarbag (Lal Darwaja),,21/01/2023 00:00:00,20/01/2028 23:59:59,Nava Vadaj Depot - TCM,A,AMTS
72/ASh,Godrejcity Phase-1 - Sahyadri Bunglows,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
1481/A,Sarangpur - Bakrol-Bujrang Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
144/A,Gujarat University - Arbudanagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
