schedule_code,schedule_for_route_code,route_code,route_name,route_destination,route_variant,first_stop_code,last_stop_code,start_time,stop_time,run_code,duty_code,is_halfway,shift_type
5/VH04,5522788,5U-NH,Narol - Hanspura Ring Road,Hanspura Ring Road,NORMAL,77,366,6:59:00,7:53:00,5/VH04,VH04-F,0,First Shift
5/VH03,5522790,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,6:30:00,7:39:00,5/VH03,VH03-F,0,First Shift
5/HV01,5522792,5S-RV,Rameshwar Park - Vasna,Vasna,NORMAL,99,276,14:50:00,15:25:00,5/HV01,HV01-S,0,Second Shift 
5/VH05,5522794,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,7:00:00,8:12:00,5/VH05,VH05-F,0,First Shift
5/HV02,5522796,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,7:40:00,8:55:00,5/HV02,HV02-F,0,First Shift
5/HV03,5522798,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,8:04:00,9:20:00,5/HV03,HV03-F,0,First Shift
5/HV04,5522800,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,8:19:00,9:34:00,5/HV04,HV04-F,0,First Shift
5/VH07,5522802,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,7:52:00,9:08:00,5/VH07,VH07-F,0,First Shift
5/HV05,5522804,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,8:29:00,9:44:00,5/HV05,HV05-F,0,First Shift
5/HV06,5522806,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,8:37:00,9:52:00,5/HV06,HV06-F,0,First Shift
5/VH02,5522808,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:11:00,10:26:00,5/VH02,VH02-F,0,First Shift
5/VH03,5522810,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:27:00,10:46:00,5/VH03,VH03-F,0,First Shift
5/HV08,5522812,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:19:00,10:36:00,5/HV08,HV08-F,0,First Shift
5/VH04,5522814,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:51:00,11:11:00,5/VH04,VH04-F,0,First Shift
5/VH05,5522816,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,10:09:00,11:28:00,5/VH05,VH05-F,0,First Shift
5/HV02,5522818,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,9:20:00,10:38:00,5/HV02,HV02-F,0,First Shift
5/VH09,5522820,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,8:53:00,10:08:00,5/VH09,VH09-F,0,First Shift
5/VH07,5522822,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,9:26:00,10:44:00,5/VH07,VH07-F,0,First Shift
5/HV03,5522824,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,9:38:00,10:56:00,5/HV03,HV03-F,0,First Shift
5/HV12,5522826,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,8:52:00,10:12:00,5/HV12,HV12-F,0,First Shift
5/VH08,5522828,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,9:44:00,11:02:00,5/VH08,VH08-F,0,First Shift
5/HV04,5522830,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,9:52:00,11:10:00,5/HV04,HV04-F,0,First Shift
5/HV05,5522833,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,10:00:00,11:19:00,5/HV05,HV05-F,0,First Shift
5/HV06,5522835,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,10:10:00,11:29:00,5/HV06,HV06-F,0,First Shift
5/VH01,5522837,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,10:50:00,12:11:00,5/VH01,VH01-F,0,First Shift
5/VH10,5522840,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,10:40:00,12:01:00,5/VH10,VH10-F,0,First Shift
5/VH02,5522843,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,11:00:00,12:20:00,5/VH02,VH02-F,0,First Shift
5/HV10,5522845,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:43:00,11:04:00,5/HV10,HV10-F,0,First Shift
5/HV11,5522847,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,9:59:00,11:19:00,5/HV11,HV11-F,0,First Shift
5/VH06,5522849,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,10:19:00,11:38:00,5/VH06,VH06-F,0,First Shift
5/HV13,5522852,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,10:35:00,11:55:00,5/HV13,HV13-F,0,First Shift
5/HV12,5522854,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,10:27:00,11:47:00,5/HV12,HV12-F,0,First Shift
5/HV02,5522856,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,10:58:00,11:33:00,5/HV02,HV02-F,0,First Shift
5/VH07,5522858,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,11:06:00,12:25:00,5/VH07,VH07-F,0,First Shift
5/HV14,5522860,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,10:50:00,12:11:00,5/HV14,HV14-F,0,First Shift
5/VH08,5522863,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,11:54:00,13:11:00,5/VH08,VH08-F,0,First Shift
5/HV04,5522865,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,11:26:00,12:01:00,5/HV04,HV04-F,0,First Shift
5/HV05,5522867,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,11:44:00,12:19:00,5/HV05,HV05-F,0,First Shift
5/VH09,5522870,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,10:30:00,11:50:00,5/VH09,VH09-F,0,First Shift
5/HV15,5522872,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,11:18:00,12:35:00,5/HV15,HV15-F,0,First Shift
5/HV08,5522874,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,11:10:00,12:29:00,5/HV08,HV08-F,0,First Shift
5/VH03,5522876,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,11:20:00,12:39:00,5/VH03,VH03-F,0,First Shift
5/HV10,5522878,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,11:40:00,12:59:00,5/HV10,HV10-F,0,First Shift
5/VH04,5522880,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,11:50:00,13:09:00,5/VH04,VH04-F,0,First Shift
5/HV11,5522882,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,12:00:00,13:19:00,5/HV11,HV11-F,0,First Shift
5/VH05,5522884,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,12:12:00,13:31:00,5/VH05,VH05-F,0,First Shift
5/VH06,5522887,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,12:24:00,13:42:00,5/VH06,VH06-F,0,First Shift
5/HV13,5522889,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,12:36:00,13:54:00,5/HV13,HV13-F,0,First Shift
5/HV12,5522891,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,12:48:00,14:06:00,5/HV12,HV12-F,0,First Shift
5/HV14,5522893,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,13:00:00,14:18:00,5/HV14,HV14-F,0,First Shift
5/VH07,5522896,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,13:15:00,14:33:00,5/VH07,VH07-F,0,First Shift
5/HV15,5522898,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,13:30:00,14:48:00,5/HV15,HV15-F,0,First Shift
5/VH08,5522900,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,13:45:00,15:03:00,5/VH08,VH08-F,0,First Shift
5/VH09,5522902,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,14:00:00,15:19:00,5/VH09,VH09-F,0,First Shift
5/HV06,5522904,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,12:06:00,12:41:00,5/HV06,HV06-F,0,First Shift
5/VH09,5522906,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,12:18:00,13:36:00,5/VH09,VH09-F,0,First Shift
5/VH10,5522908,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,12:42:00,14:05:00,5/VH10,VH10-F,0,First Shift
5/HV08,5522910,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,12:54:00,13:29:00,5/HV08,HV08-F,0,First Shift
5/HV10,5522912,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,13:40:00,14:15:00,5/HV10,HV10-F,0,First Shift
5/VH01,5522914,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,13:05:00,14:27:00,5/VH01,VH01-S,0,Second Shift 
5/HV11,5522916,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,14:15:00,15:35:00,5/HV11,HV11-F,0,First Shift
5/VH03,5522918,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,13:55:00,15:15:00,5/VH03,VH03-S,0,Second Shift 
5/VH02,5522920,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,13:25:00,14:45:00,5/VH02,VH02-S,0,Second Shift 
5/HV13,5522923,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,14:30:00,15:50:00,5/HV13,HV13-F,0,First Shift
5/HV12,5522925,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,14:45:00,16:06:00,5/HV12,HV12-F,0,First Shift
5/HV14,5522927,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,15:00:00,16:21:00,5/HV14,HV14-F,0,First Shift
5/VH04,5522930,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,15:30:00,16:51:00,5/VH04,VH04-S,0,Second Shift 
5/HV15,5522932,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,15:15:00,16:36:00,5/HV15,HV15-F,0,First Shift
5/HV02,5522934,5S-RV,Rameshwar Park - Vasna,Vasna,NORMAL,99,276,15:20:00,15:55:00,5/HV02,HV02-S,0,Second Shift 
5/HV09,5522936,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,13:15:00,13:50:00,5/HV09,HV09-F,0,First Shift
5/HV04,5522938,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,14:30:00,15:49:00,5/HV04,HV04-S,0,Second Shift 
5/VH01,5522940,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,14:45:00,16:04:00,5/VH01,VH01-S,0,Second Shift 
5/VH02,5522942,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,15:00:00,16:18:00,5/VH02,VH02-S,0,Second Shift 
5/HV05,5522944,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,15:15:00,16:33:00,5/HV05,HV05-S,0,Second Shift 
5/VH03,5522946,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,15:30:00,16:48:00,5/VH03,VH03-S,0,Second Shift 
5/VH10,5522948,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,14:15:00,15:34:00,5/VH10,VH10-F,0,First Shift
5/VH05,5522950,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,15:54:00,17:18:00,5/VH05,VH05-S,0,Second Shift 
5/VH06,5522952,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:06:00,17:31:00,5/VH06,VH06-S,0,Second Shift 
5/HV01,5522954,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,15:42:00,17:03:00,5/HV01,HV01-S,0,Second Shift 
5/VH07,5522956,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:26:00,17:48:00,5/VH07,VH07-S,0,Second Shift 
5/HV07,5522958,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,15:45:00,17:03:00,5/HV07,HV07-S,0,Second Shift 
5/HV08,5522960,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,16:15:00,17:35:00,5/HV08,HV08-S,0,Second Shift 
5/HV11,5522962,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,16:00:00,17:19:00,5/HV11,HV11-S,0,Second Shift 
5/HV13,5522965,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,16:30:00,17:50:00,5/HV13,HV13-S,0,Second Shift 
5/VH04,5522967,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:24:00,18:49:00,5/VH04,VH04-S,0,Second Shift 
5/VH05,5522969,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:44:00,19:08:00,5/VH05,VH05-S,0,Second Shift 
5/HV12,5522971,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,16:45:00,18:06:00,5/HV12,HV12-S,0,Second Shift 
5/VH06,5522973,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:52:00,19:16:00,5/VH06,VH06-S,0,Second Shift 
5/HV14,5522975,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:00:00,18:24:00,5/HV14,HV14-S,0,Second Shift 
5/HV02,5522978,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:16:00,17:40:00,5/HV02,HV02-S,0,Second Shift 
5/VH08,5522980,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:52:00,18:15:00,5/VH08,VH08-S,0,Second Shift 
5/HV03,5522982,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:36:00,17:58:00,5/HV03,HV03-S,0,Second Shift 
5/HV04,5522984,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,16:44:00,18:06:00,5/HV04,HV04-S,0,Second Shift 
5/VH01,5522986,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:00:00,18:24:00,5/VH01,VH01-S,0,Second Shift 
5/VH09,5522988,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:32:00,18:58:00,5/VH09,VH09-S,0,Second Shift 
5/HV06,5522990,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:08:00,18:32:00,5/HV06,HV06-S,0,Second Shift 
5/VH02,5522992,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:16:00,18:41:00,5/VH02,VH02-S,0,Second Shift 
5/HV05,5522994,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:24:00,18:49:00,5/HV05,HV05-S,0,Second Shift 
5/VH03,5522996,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:40:00,19:06:00,5/VH03,VH03-S,0,Second Shift 
5/VH10,5522998,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:52:00,19:21:00,5/VH10,VH10-S,0,Second Shift 
5/HV07,5523000,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,17:58:00,19:29:00,5/HV07,HV07-S,0,Second Shift 
5/HV08,5523002,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:10:00,19:41:00,5/HV08,HV08-S,0,Second Shift 
5/HV11,5523004,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:16:00,19:46:00,5/HV11,HV11-S,0,Second Shift 
5/VH04,5523007,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:00:00,20:27:00,5/VH04,VH04-S,0,Second Shift 
5/HV13,5523009,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:24:00,19:54:00,5/HV13,HV13-S,0,Second Shift 
5/VH05,5523011,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:20:00,20:43:00,5/VH05,VH05-S,0,Second Shift 
5/HV01,5523013,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:34:00,18:59:00,5/HV01,HV01-S,0,Second Shift 
5/HV02,5523015,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:00:00,19:23:00,5/HV02,HV02-S,0,Second Shift 
5/HV15,5523017,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,17:12:00,18:38:00,5/HV15,HV15-S,0,Second Shift 
5/VH07,5523019,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:08:00,19:30:00,5/VH07,VH07-S,0,Second Shift 
5/HV03,5523021,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:14:00,19:36:00,5/HV03,HV03-S,0,Second Shift 
5/HV04,5523023,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:20:00,19:42:00,5/HV04,HV04-S,0,Second Shift 
5/VH08,5523025,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:28:00,19:49:00,5/VH08,VH08-S,0,Second Shift 
5/HV06,5523027,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:44:00,20:04:00,5/HV06,HV06-S,0,Second Shift 
5/VH02,5523029,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,18:52:00,20:12:00,5/VH02,VH02-S,0,Second Shift 
5/HV05,5523031,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,19:00:00,20:19:00,5/HV05,HV05-S,0,Second Shift 
5/VH09,5523033,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,19:08:00,20:26:00,5/VH09,VH09-S,0,Second Shift 
5/VH10,5523035,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,19:32:00,20:49:00,5/VH10,VH10-S,0,Second Shift 
5/HV07,5523037,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,19:42:00,20:59:00,5/HV07,HV07-S,0,Second Shift 
5/HV08,5523039,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,20:02:00,21:19:00,5/HV08,HV08-S,0,Second Shift 
5/HV15,5523041,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:50:00,20:17:00,5/HV15,HV15-S,0,Second Shift 
5/HV15,5523043,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,21:00:00,22:13:00,5/HV15,HV15-S,0,Second Shift 
5/HV15,5523045,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,22:45:00,23:57:00,5/HV15,HV15-S,0,Second Shift 
5/HV12,5523049,5E-VO,Vasna - Odhav Talav ,Odhav Talav,NORMAL,275,156,22:18:00,23:03:00,5/HV12,HV12-S,0,Second Shift 
5/HV12,5523051,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:32:00,20:01:00,5/HV12,HV12-S,0,Second Shift 
5/HV14,5523053,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,18:40:00,20:08:00,5/HV14,HV14-S,0,Second Shift 
5/HV01,5523055,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:10:00,20:34:00,5/HV01,HV01-S,0,Second Shift 
5/VH06,5523057,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:30:00,20:52:00,5/VH06,VH06-S,0,Second Shift 
5/HV02,5523059,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:40:00,21:00:00,5/HV02,HV02-S,0,Second Shift 
5/VH07,5523061,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,20:00:00,21:18:00,5/VH07,VH07-S,0,Second Shift 
5/VH09,5523063,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,20:46:00,22:02:00,5/VH09,VH09-S,0,Second Shift 
5/VH07,5523065,5D-HN,Hanspura Ring Road - Narol,Narol,NORMAL,367,78,22:00:00,22:55:00,5/VH07,VH07-S,0,Second Shift 
5/VH08,5523067,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,20:16:00,21:33:00,5/VH08,VH08-S,0,Second Shift 
5/VH08,5523069,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,22:15:00,23:23:00,5/VH08,VH08-S,0,Second Shift 
5/HV03,5523071,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,19:50:00,21:09:00,5/HV03,HV03-S,0,Second Shift 
5/HV04,5523073,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,20:08:00,20:43:00,5/HV04,HV04-S,0,Second Shift 
5/HV06,5523075,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,20:26:00,21:43:00,5/HV06,HV06-S,0,Second Shift 
5/VH10,5523077,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,21:06:00,22:22:00,5/VH10,VH10-S,0,Second Shift 
5/HV07,5523079,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,21:16:00,21:51:00,5/HV07,HV07-S,0,Second Shift 
5/HV11,5523081,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,20:12:00,21:28:00,5/HV11,HV11-S,0,Second Shift 
5/VH04,5523084,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,21:15:00,22:27:00,5/VH04,VH04-S,0,Second Shift 
5/HV13,5523086,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,20:24:00,21:39:00,5/HV13,HV13-S,0,Second Shift 
5/HV12,5523088,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,20:36:00,21:51:00,5/HV12,HV12-S,0,Second Shift 
5/HV14,5523090,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,20:48:00,22:02:00,5/HV14,HV14-S,0,Second Shift 
5/VH06,5523092,5D-NV,Hanspura Ring Road - Vasna,Vasna,NORMAL,367,276,21:45:00,22:55:00,5/VH06,VH06-S,0,Second Shift 
5/VH05,5523094,5D-HN,Hanspura Ring Road - Narol,Narol,NORMAL,367,78,21:30:00,22:25:00,5/VH05,VH05-S,0,Second Shift 
5/HV14,5523096,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,22:30:00,23:42:00,5/HV14,HV14-S,0,Second Shift 
5/HV13,5523099,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,22:06:00,23:20:00,5/HV13,HV13-S,0,Second Shift 
5/HV08,5523101,5E-VR,Vasna - Rameshwar Park,Rameshwar Park,NORMAL,275,100,21:39:00,22:14:00,5/HV08,HV08-S,0,Second Shift 
5/HV11,5523103,5U-VN,Vasna - Hanspura Ring Road,Hanspura Ring Road,NORMAL,275,366,21:51:00,23:06:00,5/HV11,HV11-S,0,Second Shift 
5/VH02,5523105,5U-NH,Narol - Hanspura Ring Road,Hanspura Ring Road,NORMAL,77,366,6:29:00,7:23:00,5/VH02,VH02-F,0,First Shift
5/VH03,5523106,5S-CV,Chhipa Society - Vasna,Vasna,NORMAL,70,276,6:13:00,6:25:00,5/VH03,VH03-F,0,First Shift
5/VH05,5523107,5S-CV,Chhipa Society - Vasna,Vasna,NORMAL,70,276,6:43:00,6:55:00,5/VH05,VH05-F,0,First Shift
5/VH08,5523109,5U-NH,Narol - Hanspura Ring Road,Hanspura Ring Road,NORMAL,77,366,8:27:00,9:25:00,5/VH08,VH08-F,0,First Shift
5/VH07,5523110,5S-CV,Chhipa Society - Vasna,Vasna,NORMAL,70,276,7:37:00,7:49:00,5/VH07,VH07-F,0,First Shift
5/VH09,5523111,5S-CV,Chhipa Society - Vasna,Vasna,NORMAL,70,276,8:34:00,8:46:00,5/VH09,VH09-F,0,First Shift
5/HV03,5523113,5S-RV,Rameshwar Park - Vasna,Vasna,NORMAL,99,276,7:09:00,7:44:00,5/HV03,HV03-F,0,First Shift
5/HV04,5523115,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,6:00:00,6:33:00,5/HV04,HV04-F,0,First Shift
5/HV06,5523117,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,6:12:00,6:45:00,5/HV06,HV06-F,0,First Shift
5/HV07,5523119,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,6:22:00,6:55:00,5/HV07,HV07-F,0,First Shift
5/HV08,5523121,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,6:55:00,7:28:00,5/HV08,HV08-F,0,First Shift
5/HV09,5523123,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,7:10:00,7:46:00,5/HV09,HV09-F,0,First Shift
5/HV10,5523125,5S-CH,Geeta Gauri Cinema - Hanspura Ring Road,Hanspura Ring Road,NORMAL,102,366,7:26:00,8:02:00,5/HV10,HV10-F,0,First Shift
5/VH06,5523127,5U-NH,Narol - Hanspura Ring Road,Hanspura Ring Road,NORMAL,77,366,7:27:00,8:21:00,5/VH06,VH06-F,0,First Shift
5/HV09,5523129,5E-HC,Hanspura Ring Road - Geeta Gauri Cinema,Geeta Gauri Cinema,NORMAL,367,101,22:23:00,22:58:00,5/HV09,HV09-S,0,Second Shift 
5/VH09,5523130,5D-HN,Hanspura Ring Road - Narol,Narol,NORMAL,367,78,22:30:00,23:25:00,5/VH09,VH09-S,0,Second Shift 
711M/M,5523296,71/1-SL-D,Sarangpur - Lal Darwaja,Lal Darwaja,NORMAL,1489,1125,14:20:00,14:50:00,711M/M,711M/M-F,0,First Shift
711M/N,5523297,71/1-SL-D,Sarangpur - Lal Darwaja,Lal Darwaja,NORMAL,1489,1125,15:05:00,15:35:00,711M/N,711M/N-F,0,First Shift
