route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,1,3005,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,2,5469,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,3,5719,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,4,3007,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,5,5946,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,6,8674,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,7,5944,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,8,5942,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,9,8672,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,10,5940,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,11,5938,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,12,5936,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,13,5266,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,14,4980,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,15,4981,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,16,4982,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,17,4983,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,18,3182,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,19,3183,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,20,3184,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,21,3185,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,22,3186,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,23,3187,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,24,3188,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,25,1410,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,26,3189,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,27,2662,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,28,3190,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,29,1571,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,30,1572,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,31,1573,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,32,3191,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,33,3192,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,34,3193,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,35,3194,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,36,2667,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,37,2668,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,38,2669,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,39,2670,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,40,2671,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,41,2672,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,42,2673,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,43,2674,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,44,1073,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,45,1074,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,46,1075,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,47,1076,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,48,1125,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,49,2223,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,50,2224,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,51,2225,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,52,2226,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,53,1299,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,54,1300,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,55,4865,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,56,4866,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,57,1303,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,58,1304,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,59,4869,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,60,3214,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,61,2235,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,62,2236,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,63,2237,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,64,2238,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,65,2945,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,66,3215,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,67,1311,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,68,1312,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,69,1313,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,70,1314,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,71,3216,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,72,3217,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,73,3815,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,74,3816,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,75,3869,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,76,4884,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,77,4885,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,78,4886,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,79,4887,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,80,3238,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,81,3239,,
42-D,Shilaj Gam - Nigam Society,Nigam Society,NORMAL,82,3240,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,1,3215,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,2,1311,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,3,1312,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,4,1313,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,5,1314,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,6,3216,,
42-MG-D,Maninagar - Ghodasar Gam,Ghodasar Gam,NORMAL,7,3217,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,1,3182,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,2,3183,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,3,3184,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,4,3185,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,5,3186,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,6,3187,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,7,3188,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,8,1410,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,9,3189,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,10,2662,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,11,3190,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,12,1571,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,13,1572,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,14,1573,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,15,3191,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,16,3192,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,17,3193,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,18,3194,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,19,2667,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,20,2668,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,21,2669,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,22,2670,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,23,2671,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,24,2672,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,25,2673,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,26,2674,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,27,1073,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,28,1074,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,29,1075,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,30,1076,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,31,1125,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,32,2223,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,33,2224,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,34,2225,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,35,2226,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,36,1299,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,37,1300,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,38,4865,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,39,4866,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,40,1303,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,41,1304,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,42,4869,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,43,3214,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,44,2235,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,45,2236,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,46,2237,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,47,2238,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,48,2945,,
42-PM-D,Parijat Bunglows - Maninagar,Maninagar,NORMAL,49,3215,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,1,3063,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,2,3064,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,3,3065,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,4,4084,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,5,4085,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,6,4086,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,7,4087,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,8,3903,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,9,3904,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,10,3905,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,11,3168,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,12,3169,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,13,1325,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,14,1326,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,15,1327,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,16,1328,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,17,1329,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,18,2144,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,19,2145,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,20,2146,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,21,2147,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,22,2148,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,23,3170,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,24,3171,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,25,3172,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,26,1336,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,27,3920,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,28,1338,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,29,1847,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,30,1848,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,31,2156,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,32,3173,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,33,2158,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,34,2159,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,35,1077,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,36,1127,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,37,1128,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,38,1129,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,39,2608,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,40,2609,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,41,2610,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,42,2611,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,43,1971,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,44,1972,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,45,1973,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,46,1974,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,47,1975,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,48,1976,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,49,1403,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,50,3175,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,51,1406,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,52,1407,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,53,1408,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,54,1409,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,55,3177,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,56,3178,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,57,3179,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,58,2133,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,59,2134,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,60,3180,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,61,3181,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,62,4193,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,63,3527,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,64,3528,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,65,5267,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,66,3529,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,67,5935,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,68,5937,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,69,5939,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,70,8671,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,71,5941,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,72,5943,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,73,8673,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,74,5945,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,75,3002,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,76,5720,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,77,4658,,
42-U,Nigam Society - Shilaj Gam,Shilaj Gam,NORMAL,78,3004,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,1,1125,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,2,2223,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,3,2224,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,4,2225,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,5,2226,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,6,1299,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,7,1300,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,8,4865,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,9,4866,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,10,1303,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,11,1304,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,12,4869,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,13,3214,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,14,2235,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,15,2236,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,16,2237,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,17,2238,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,18,2945,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,19,3215,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,20,1311,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,21,1312,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,22,1313,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,23,1314,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,24,3216,,
42sh-D,Lal Darwaja - Ghodasar Gam,Ghodasar Gam,NORMAL,25,3217,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,1,3168,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,2,3169,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,3,1325,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,4,1326,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,5,1327,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,6,1328,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,7,1329,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,8,2144,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,9,2145,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,10,2146,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,11,2147,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,12,2148,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,13,3170,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,14,3171,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,15,3172,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,16,1336,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,17,3920,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,18,1338,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,19,1847,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,20,1848,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,21,2156,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,22,3173,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,23,2158,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,24,2159,,
42sh-U,Ghodasar Gam - Lal Darwaja,Lal Darwaja,NORMAL,25,1077,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,1,3182,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,2,4959,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,3,3184,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,4,3185,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,5,4960,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,6,3996,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,7,3997,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,8,4977,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,9,4984,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,10,5458,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,11,4961,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,12,4962,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,13,4985,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,14,4963,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,15,3192,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,16,3193,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,17,3194,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,18,2667,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,19,2668,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,20,2669,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,21,2670,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,22,2671,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,23,2672,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,24,2673,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,25,2674,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,26,1073,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,27,1074,,
43-D,Parijat Bunglows - Lal Darwaja,Sardarbag,NORMAL,28,1075,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,1,1127,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,2,1128,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,3,1129,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,4,2608,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,5,2609,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,6,2610,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,7,2611,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,8,1971,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,9,1972,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,10,1973,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,11,1974,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,12,1975,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,13,1976,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,14,1977,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,15,1978,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,16,1979,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,17,1980,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,18,1981,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,19,1982,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,20,1983,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,21,2130,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,22,3987,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,23,2131,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,24,2132,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,25,2133,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,26,2134,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,27,2135,,
43-U,Lal Darwaja - Parijat Bunglows,Parijat Bunglows,NORMAL,28,3181,,
43/1-D,Prahladnagar Cross Road - Lal Darwaja,Lal Darwaja,NORMAL,1,3736,,
43/1-D,Prahladnagar Cross Road - Lal Darwaja,Lal Darwaja,NORMAL,2,3802,,
